#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
34,Switzerland,"3,602,489","+2,308","13,836",+1,"3,419,641","+24,263","169,012",87,"410,786","1,578","20,767,523","2,368,090","8,769,737",Europe,2,634,0,263,0.1,"19,272"
35,Peru,"3,562,300",+623,"212,769",+8,N/A,N/A,N/A,350,"105,371","6,294","29,702,409","878,584","33,807,126",South America,9,159,1,18,0.2,"48,181"
36,Chile,"3,549,327","+1,350","57,387",+11,"3,393,221","+7,578","98,719",266,"182,817","2,956","36,810,584","1,896,021","19,414,647",South America,5,338,1,70,0.6,"5,085"
37,Greece,"3,290,895","+4,925","28,976",+43,"3,187,323","+9,242","74,596",267,"318,562","2,805","79,073,823","7,654,426","10,330,470",Europe,3,357,0,477,4,"7,221"
38,Denmark,"2,962,238","+1,356","6,116",+11,"2,934,893","+2,490","21,229",13,"508,164","1,049","127,172,757","21,816,125","5,829,301",Europe,2,953,0,233,2,"3,642"
39,Romania,"2,889,363",+724,"65,430",+2,"2,606,660",,"217,273",224,"152,037","3,443","22,615,426","1,190,014","19,004,331",Europe,7,290,1,38,0.1,"11,433"
40,Sweden,"2,500,492",+453,"18,739",+1,"2,465,572",,"16,181",19,"244,815","1,835","18,493,218","1,810,611","10,213,801",Europe,4,545,1,44,0.10,"1,584"
41,Iraq,"2,324,531",+147,"25,208",+1,"2,296,824",+276,"2,499",20,"55,527",602,"18,462,168","441,009","41,863,426",Asia,18,"1,661",2,4,0.02,60
42,Serbia,"2,003,334",+981,"15,969",+9,"1,971,796","+2,664","15,569",27,"230,975","1,841","9,450,942","1,089,651","8,673,369",Europe,4,543,1,113,1,"1,795"
43,Bangladesh,"1,952,602",+19,"29,127",,"1,894,123",+364,"29,352","1,297","11,645",174,"13,973,221","83,336","167,673,489",Asia,86,"5,757",12,0.1,,175
44,Hungary,"1,895,677","+1,399","46,133",+32,"1,792,616","+4,425","56,928",37,"197,143","4,798","11,317,807","1,177,008","9,615,741",Europe,5,208,1,145,3,"5,920"
45,Slovakia,"1,776,576","+1,398","19,862",+10,"1,734,727","+3,001","21,987",76,"325,115","3,635","7,067,460","1,293,352","5,464,452",Europe,3,275,1,256,2,"4,024"
46,Jordan,"1,694,216",,"14,048",,"1,678,941",,"1,227",124,"163,104","1,352","16,670,254","1,604,860","10,387,355",Asia,6,739,1,,,118
47,Georgia,"1,654,375",+62,"16,800",,"1,636,108",+104,"1,467",,"416,170","4,226","16,816,024","4,230,190","3,975,241",Asia,2,237,0,16,,369
48,Pakistan,"1,528,061",+105,"30,369",,"1,494,141",,"3,551",142,"6,682",133,"28,083,290","122,800","228,690,978",Asia,150,"7,530",8,0.5,,16
49,Ireland,"1,514,035","+1,223","7,028",+12,"1,430,598","+6,920","76,409",33,"300,517","1,395","12,041,339","2,390,056","5,038,099",Europe,3,717,0,243,2,"15,166"
50,Norway,"1,424,672",+492,"2,932",+7,N/A,N/A,N/A,20,"259,109",533,"11,002,430","2,001,045","5,498,341",Europe,4,"1,875",0,89,1,"242,398"
51,Kazakhstan,"1,305,473",+8,"13,660",,"1,291,009",+12,804,24,"68,046",712,"11,575,012","603,331","19,185,171",Asia,15,"1,404",2,0.4,,42
52,Hong Kong,"1,202,638",+347,"9,274",+7,N/A,N/A,N/A,115,"158,084","1,219","44,972,952","5,911,579","7,607,604",Asia,6,820,0,46,0.9,"155,125"
53,Singapore,"1,187,914","+3,688","1,333",+2,"1,117,944","+2,115","68,637",7,"200,187",225,"23,712,995","3,996,106","5,934,026",Asia,5,"4,452",0,622,0.3,"11,567"
54,Morocco,"1,164,774",+57,"16,066",,"1,148,310",+38,398,293,"30,891",426,"11,237,010","298,015","37,706,217",Africa,32,"2,347",3,2,,11
55,Bulgaria,"1,154,646","+1,140","36,879",+23,"965,243","+4,957","152,524",102,"168,479","5,381","9,815,490","1,432,221","6,853,334",Europe,6,186,1,166,3,"22,255"
56,Croatia,"1,118,526",+704,"15,801",+11,"1,098,596",+484,"4,129",24,"275,551","3,893","4,770,929","1,175,328","4,059,231",Europe,4,257,1,173,3,"1,017"
57,Cuba,"1,102,164",+196,"8,525",,"1,092,521",+322,"1,118",23,"97,416",753,"12,920,253","1,141,966","11,314,043",North America,10,"1,327",1,17,,99
58,Lebanon,"1,096,530",+68,"10,380",+2,"1,080,401",+946,"5,749",186,"161,972","1,533","4,795,578","708,372","6,769,861",Asia,6,652,1,10,0.3,849
59,Lithuania,"1,055,657",+776,"9,078",+1,"1,019,176","+1,804","27,403",21,"397,875","3,421","8,226,057","3,100,386","2,653,236",Europe,3,292,0,292,0.4,"10,328"
60,Tunisia,"1,040,193",+661,"28,550",+17,N/A,N/A,N/A,29,"86,369","2,371","4,572,976","379,704","12,043,534",Africa,12,422,3,55,1,"-1,198.32"
61,Slovenia,"1,006,403","+1,567","6,585",+3,"984,509","+2,669","15,309",29,"483,974","3,167","2,642,607","1,270,815","2,079,458",Europe,2,316,1,754,1,"7,362"
62,Finland,"1,000,472",,"3,638",,"46,000",,"950,834",31,"180,058",655,"10,644,579","1,915,742","5,556,375",Europe,6,"1,527",1,,,"171,125"
63,Nepal,"978,770",+8,"11,951",,"966,558",+18,261,,"32,528",397,"5,624,458","186,923","30,089,710",Asia,31,"2,518",5,0.3,,9
64,Belarus,"978,117",+155,"6,931",+3,"928,536",,"42,650",,"103,574",734,"13,110,627","1,388,298","9,443,670",Europe,10,"1,363",1,16,0.3,"4,516"
65,Bolivia,"904,576",+97,"21,908",,"856,331",+527,"26,337",220,"75,617","1,831","2,699,040","225,623","11,962,592",South America,13,546,4,8,,"2,202"
66,UAE,"897,558",+207,"2,302",,"880,481",+336,"14,775",,"88,799",228,"154,911,027","15,326,000","10,107,727",Asia,11,"4,391",0,20,,"1,462"
67,New Zealand,"896,495","+6,456",649,+5,"838,863","+8,306","56,983",,"179,224",130,"6,987,514","1,396,916","5,002,100",Australia/Oceania,6,"7,707",1,"1,291",1.0,"11,392"
68,Uruguay,"895,775",,"7,197",,"886,654",,"1,924",18,"256,256","2,059","6,091,188","1,742,517","3,495,626",South America,4,486,1,,,550
69,Ecuador,"868,285",,"35,581",,N/A,N/A,N/A,759,"47,892","1,963","2,470,170","136,246","18,130,244",South America,21,510,7,,,"21,446"
70,Costa Rica,"852,074",+711,"8,405",+1,"832,853",+444,"10,816",45,"164,534","1,623","4,291,131","828,608","5,178,721",North America,6,616,1,137,0.2,"2,089"
71,Guatemala,"843,269",+616,"17,534",+9,"823,403",+659,"2,332",5,"45,537",947,"4,426,414","239,031","18,518,162",North America,22,"1,056",4,33,0.5,126
72,Latvia,"820,461",+591,"5,740",+11,"804,245",+935,"10,476",9,"443,904","3,106","7,160,744","3,874,268","1,848,283",Europe,2,322,0,320,6,"5,668"
73,Azerbaijan,"792,502",+6,"9,707",,"782,650",+4,145,,"76,902",942,"6,797,352","659,592","10,305,392",Asia,13,"1,062",2,0.6,,14
74,Panama,"772,830",+744,"8,183",+1,"760,639",+173,"4,008",8,"174,128","1,844","5,843,308","1,316,570","4,438,281",North America,6,542,1,168,0.2,903
75,Saudi Arabia,"753,632",+106,"9,082",+3,"741,058",+187,"3,492",45,"21,051",254,"41,849,069","1,168,975","35,799,805",Asia,48,"3,942",1,3,0.08,98
76,Sri Lanka,"663,239",+44,"16,503",+1,"646,110",+1,626,,"30,739",765,"6,486,117","300,610","21,576,547",Asia,33,"1,307",3,2,0.05,29
77,Paraguay,"649,034",,"18,795",,"624,673",,"5,566",5,"89,008","2,578","2,623,300","359,757","7,291,876",South America,11,388,3,,,763
78,Kuwait,"631,409",+115,"2,555",,"628,090",+191,764,8,"143,979",583,"8,007,805","1,826,005","4,385,424",Asia,7,"1,716",1,26,,174
79,Myanmar,"612,785",+15,"19,434",,"591,715",+49,"1,636",,"11,127",353,"7,915,960","143,735","55,073,214",Asia,90,"2,834",7,0.3,,30
80,Palestine,"581,940",,"5,353",,"576,242",,345,17,"109,449","1,007","3,078,533","578,998","5,317,005",Asia,9,993,2,,,65
81,Dominican Republic,"579,114",,"4,376",,"574,446",,292,14,"52,429",396,"3,265,645","295,647","11,045,758",North America,19,"2,524",3,,,26
82,Estonia,"570,930",+528,"2,533",,"508,159",+423,"60,238",4,"429,866","1,907","3,317,097","2,497,519","1,328,157",Europe,2,524,0,398,,"45,355"
83,Bahrain,"567,173",+494,"1,475",,"562,140",+492,"3,558",3,"313,518",815,"9,706,781","5,365,655","1,809,058",Asia,3,"1,226",0,273,,"1,967"
84,Venezuela,"522,243",+9,"5,706",,"515,621",+84,916,230,"18,461",202,"3,359,014","118,737","28,289,416",South America,54,"4,958",8,0.3,,32
85,Moldova,"516,986",,"11,489",,"504,142",,"1,355",49,"128,702","2,860","3,216,305","800,691","4,016,912",Europe,8,350,1,,,337
86,Egypt,"515,645",,"24,613",,"442,182",,"48,850",122,"4,872",233,"3,693,367","34,894","105,843,882",Africa,205,"4,300",29,,,462
87,Libya,"501,904",,"6,430",,"490,973",,"4,501",101,"71,281",913,"2,477,219","351,817","7,041,215",Africa,14,"1,095",3,,,639
88,Cyprus,"470,481",,"1,011",,"124,370",,"345,100",60,"384,586",826,"9,477,138","7,746,905","1,223,345",Asia,3,"1,210",0,,,"282,095"
89,Ethiopia,"470,468",+26,"7,510",,"455,039",+64,"7,919",15,"3,916",63,"4,772,777","39,727","120,140,247",Africa,255,"15,997",25,0.2,,66
90,Mongolia,"469,645",+50,"2,177",,"313,256",,"154,212",192,"139,183",645,"4,030,048","1,194,339","3,374,291",Asia,7,"1,550",1,15,,"45,702"
91,Armenia,"422,838",+10,"8,622",,"410,588",+17,"3,628",,"142,211","2,900","3,039,934","1,022,405","2,973,316",Asia,7,345,1,3,,"1,220"
92,Honduras,"422,275",,"10,892",,"131,100",,"280,283",105,"41,436","1,069","1,263,329","123,964","10,191,067",North America,24,936,8,,,"27,503"
93,Oman,"389,099",+25,"4,258",,"384,192",+20,649,4,"72,828",797,"25,000,000","4,679,269","5,342,715",Asia,14,"1,255",0,5,,121
94,Bosnia and Herzegovina,"376,897",+56,"15,764",+2,"192,218",,"168,915",,"116,193","4,860","1,756,028","541,364","3,243,710",Europe,9,206,2,17,0.6,"52,075"
95,Réunion,"374,295",,742,,"355,605",,"17,948",10,"412,704",818,"1,603,660","1,768,223","906,933",Africa,2,"1,222",1,,,"19,790"
96,Qatar,"364,371",+71,677,,"362,922",+146,772,3,"129,771",241,"3,428,837","1,221,181","2,807,805",Asia,8,"4,147",1,25,,275
97,Kenya,"323,723",+5,"5,649",,"317,923",+4,151,,"5,789",101,"3,588,732","64,171","55,924,655",Africa,173,"9,900",16,0.09,,3
98,Zambia,"319,431",+115,"3,976",,"314,577",+53,878,,"16,534",206,"3,419,145","176,976","19,319,786",Africa,60,"4,859",6,6,,45
99,North Macedonia,"309,229",+21,"9,277",+1,"299,391",+89,561,,"148,438","4,453","2,012,168","965,894","2,083,218",Europe,7,225,1,10,0.5,269
100,Botswana,"305,859",,"2,688",,"303,026",,145,1,"125,457","1,103","2,026,898","831,392","2,437,957",Africa,8,907,1,,,59
101,Albania,"274,862",+28,"3,496",,"271,030",+114,336,2,"95,701","1,217","1,801,917","627,391","2,872,082",Europe,10,822,2,10,,117
102,Algeria,"265,772",+1,"6,875",,"178,350",+1,"80,547",6,"5,868",152,"230,861","5,097","45,290,856",Africa,170,"6,588",196,0.02,,"1,778"
103,Nigeria,"255,685",,"3,143",,"249,890",,"2,652",11,"1,187",15,"5,036,813","23,381","215,427,396",Africa,843,"68,542",43,,,12
104,Zimbabwe,"247,667",+69,"5,469",+1,"241,500",+40,698,12,"16,234",358,"2,246,350","147,240","15,256,386",Africa,62,"2,790",7,5,0.07,46
105,Uzbekistan,"238,510",+7,"1,637",,"236,526",+11,347,23,"6,943",48,"1,377,915","40,112","34,351,302",Asia,144,"20,984",25,0.2,,10
106,Luxembourg,"235,864",+588,"1,062",,"224,234",+22,"10,568",2,"365,966","1,648","4,219,947","6,547,660","644,497",Europe,3,607,0,912,,"16,397"
107,Montenegro,"234,876",+116,"2,714",+1,"231,492",+83,670,6,"373,881","4,320","2,447,383","3,895,798","628,211",Europe,3,231,0,185,2,"1,067"
108,Mozambique,"225,367",+1,"2,201",,"223,106",,60,13,"6,861",67,"1,310,781","39,906","32,847,097",Africa,146,"14,924",25,0.03,,2
109,Laos,"206,042",+543,736,+2,"7,660",,"197,646",,"27,592",99,"1,232,128","164,998","7,467,552",Asia,36,"10,146",6,73,0.3,"26,467"
110,Kyrgyzstan,"200,990",,"2,991",,"196,393",+7,"1,606",131,"29,910",445,"1,907,195","283,812","6,719,928",Asia,33,"2,247",4,,,239
111,Iceland,"185,353",+99,119,+5,"75,685",,"109,549",,"536,833",345,"1,953,616","5,658,211","345,271",Europe,2,"2,901",0,287,14,"317,284"
112,Maldives,"179,171",,298,,"163,687",,"15,186",25,"321,178",534,"2,213,831","3,968,470","557,855",Asia,3,"1,872",0,,,"27,222"
113,Afghanistan,"178,775",+30,"7,683",,"161,812",+22,"9,280","1,124","4,412",190,"942,028","23,247","40,522,216",Asia,227,"5,274",43,0.7,,229
114,Uganda,"164,069",,"3,596",,"100,205",,"60,268",2,"3,392",74,"2,612,795","54,021","48,366,369",Africa,295,"13,450",19,,,"1,246"
115,El Salvador,"162,089",,"4,128",,"150,662",,"7,299",8,"24,763",631,"1,950,448","297,973","6,545,730",North America,40,"1,586",3,,,"1,115"
116,Ghana,"161,157",,"1,445",,"159,669",,43,1,"4,997",45,"2,434,977","75,498","32,252,205",Africa,200,"22,320",13,,,1
117,Namibia,"158,427",+48,"4,025",,"153,662",,740,,"60,363","1,534","1,003,093","382,192","2,624,576",Africa,17,652,3,18,,282
118,Martinique,"153,253","+1,895",926,+4,104,,"152,223",8,"408,963","2,471","828,928","2,212,032","374,736",North America,2,405,0,"5,057",11,"406,214"
119,Trinidad and Tobago,"145,597",+576,"3,817",+1,"134,384",+306,"7,396",18,"103,427","2,711","698,981","496,531","1,407,730",North America,10,369,2,409,0.7,"5,254"
120,Brunei,"141,405",+136,218,,"140,249",+197,938,,"317,694",490,"717,784","1,612,643","445,098",Asia,3,"2,042",1,306,,"2,107"
121,Guadeloupe,"140,130",,854,,"2,250",,"137,026",19,"350,108","2,134","938,039","2,343,644","400,248",North America,3,469,0,,,"342,353"
122,Cambodia,"136,230",+2,"3,056",,"132,968",+23,206,,"7,948",178,"2,950,043","172,117","17,139,750",Asia,126,"5,609",6,0.1,,12
123,Rwanda,"129,773",+6,"1,458",,"45,522",,"82,793",,"9,587",108,"5,243,325","387,365","13,535,878",Africa,104,"9,284",3,0.4,,"6,117"
124,Jamaica,"129,681",+49,"2,949",+1,"83,144",+76,"43,588",,"43,449",988,"989,308","331,463","2,984,675",North America,23,"1,012",3,16,0.3,"14,604"
125,Cameroon,"119,780",,"1,927",,"117,791",,62,13,"4,317",69,"1,751,774","63,134","27,747,078",Africa,232,"14,399",16,,,2
126,Angola,"99,194",,"1,900",,"97,149",,145,,"2,857",55,"1,499,795","43,191","34,724,374",Africa,350,"18,276",23,,,4
127,Malta,"91,032",+259,693,+1,"85,523",+372,"4,816",4,"205,174","1,562","1,876,155","4,228,603","443,682",Europe,5,640,0,584,2,"10,855"
128,DRC,"87,023",,"1,337",,"50,930",,"34,756",,921,14,"846,704","8,959","94,510,169",Africa,"1,086","70,688",112,,,368
129,Senegal,"85,991",+2,"1,966",,"84,007",+1,18,,"4,901",112,"1,066,123","60,762","17,545,993",Africa,204,"8,925",16,0.1,,1
130,Malawi,"85,752",+5,"2,633",,"81,961",+23,"1,158",67,"4,281",131,"572,705","28,594","20,028,530",Africa,234,"7,607",35,0.2,,58
131,Ivory Coast,"81,909",+11,799,,"81,079",+6,31,,"2,971",29,"1,497,187","54,313","27,565,705",Africa,337,"34,500",18,0.4,,1
132,French Guiana,"80,422",,394,,"11,254",,"68,774",1,"257,141","1,260","622,646","1,990,843","312,755",South America,4,794,1,,,"219,897"
133,Suriname,"79,336",+34,"1,328",+1,"49,401",+5,"28,607",,"133,071","2,227","235,950","395,762","596,192",South America,8,449,3,57,2,"47,983"
134,Channel Islands,"74,229",+453,167,,"72,942",+592,"1,120",,"419,900",945,"1,252,808","7,086,900","176,778",Europe,2,"1,059",0,"2,563",,"6,336"
135,French Polynesia,"72,678",,648,,N/A,N/A,N/A,7,"256,034","2,283",,,"283,861",Australia/Oceania,4,438,,,,"135,735"
136,Eswatini,"70,354",+51,"1,397",,"68,814",+1,143,11,"59,521","1,182","1,013,391","857,345","1,182,011",Africa,17,846,1,43,,121
137,Barbados,"68,440",+506,390,,"64,630",+311,"3,420",,"237,627","1,354","644,046","2,236,154","288,015",North America,4,739,0,"1,757",,"11,874"
138,Taiwan,"68,015","+6,332",856,,"24,369",+359,"42,790",,"2,846",36,"14,424,745","603,668","23,895,177",Asia,351,"27,915",2,265,,"1,791"
139,Fiji,"64,613",+78,862,,"62,690",,"1,061",,"71,139",949,"506,984","558,193","908,260",Australia/Oceania,14,"1,054",2,86,,"1,168"
140,Madagascar,"64,152",,"1,391",,"59,370",,"3,391",14,"2,213",48,"422,372","14,572","28,985,069",Africa,452,"20,838",69,,,117
141,Guyana,"63,420",,"1,228",,"62,112",,80,1,"79,929","1,548","591,338","745,270","793,455",South America,13,646,1,,,101
142,Sudan,"62,117",+24,"4,931",+1,N/A,N/A,N/A,,"1,359",108,"562,941","12,315","45,710,503",Africa,736,"9,270",81,0.5,0.02,369
143,New Caledonia,"60,517",+96,312,,"60,102",+38,103,9,"208,327","1,074","98,964","340,680","290,490",Australia/Oceania,5,931,3,330,,355
144,Mauritania,"58,686",+1,982,,"57,694",,10,,"12,046",202,"801,344","164,486","4,871,819",Africa,83,"4,961",6,0.2,,2
145,Bhutan,"58,373",+464,20,,"55,591","+1,024","2,762",3,"74,166",25,"2,290,385","2,910,051","787,060",Asia,13,"39,353",0,590,,"3,509"
146,Belize,"57,467",+13,676,,"56,572",+10,219,6,"139,906","1,646","537,433","1,308,409","410,753",North America,7,608,1,32,,533
147,Cabo Verde,"56,010",+2,401,,"55,545",+4,64,23,"98,788",707,"400,982","707,237","566,970",Africa,10,"1,414",1,4,,113
148,Syria,"55,803",+4,"3,150",,"52,123",+12,530,,"3,054",172,"146,269","8,004","18,273,504",Asia,327,"5,801",125,0.2,,29
149,Gabon,"47,597",,303,,"47,282",,12,,"20,505",131,"1,592,483","686,058","2,321,209",Africa,49,"7,661",1,,,5
150,Papua New Guinea,"43,800",+68,649,,"43,100",+75,51,7,"4,732",70,"249,149","26,920","9,255,185",Australia/Oceania,211,"14,261",37,7,,6
151,Seychelles,"42,474",+395,166,+1,"41,727",+467,581,,"427,072","1,669",,,"99,454",Africa,2,599,,"3,972",10,"5,842"
152,Curaçao,"41,966",,273,,"41,251",,442,3,"253,856","1,651","496,693","3,004,543","165,314",North America,4,606,0,,,"2,674"
153,Andorra,"41,013",,153,,"40,343",,517,14,"529,268","1,974","249,838","3,224,132","77,490",Europe,2,506,0,,,"6,672"
154,Burundi,"39,632",+488,38,,773,,"38,821",,"3,162",3,"345,742","27,583","12,534,450",Africa,316,"329,854",36,39,,"3,097"
155,Mauritius,"37,572",+28,990,,"35,755",+17,827,,"29,454",776,"358,675","281,180","1,275,606",Africa,34,"1,288",4,22,,648
156,Mayotte,"37,038",,187,,"2,964",,"33,887",,"130,058",657,"176,919","621,246","284,781",Africa,8,"1,523",2,,,"118,993"
157,Togo,"36,981",+2,273,,"36,688",,20,,"4,284",32,"729,301","84,493","8,631,461",Africa,233,"31,617",12,0.2,,2
158,Guinea,"36,459",,440,,"35,976",,43,8,"2,646",32,"660,107","47,902","13,780,302",Africa,378,"31,319",21,,,3
159,Faeroe Islands,"34,658",,28,,"7,693",,"26,937",5,"704,417",569,"778,000","15,812,687","49,201",Europe,1,"1,757",0,,,"547,489"
160,Aruba,"34,589",,212,,"34,251",,126,2,"321,486","1,970","177,885","1,653,345","107,591",North America,3,508,1,,,"1,171"
161,Tanzania,"33,872",+8,803,,N/A,N/A,N/A,7,539,13,,,"62,826,779",Africa,"1,855","78,240",,0.1,,523
162,Bahamas,"33,498",+10,789,,"32,328",+13,381,11,"83,729","1,972","229,817","574,430","400,078",North America,12,507,2,25,,952
