#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
8,S. Korea,"17,438,068","+42,277","23,158",+79,N/A,N/A,N/A,441,"339,591",451,"15,804,065","307,771","51,350,154",Asia,3,"2,217",3,823,2,"320,260"
9,Italy,"16,633,911",,"164,041",,"15,282,800",,"1,187,070",371,"275,859","2,720","214,930,050","3,564,424","60,298,685",Europe,4,368,0,,,"19,686"
10,Turkey,"15,037,242",,"98,808",,"14,934,029",,"4,405",975,"174,843","1,149","159,413,862","1,853,553","86,004,468",Asia,6,870,1,,,51
11,Spain,"11,953,481",,"104,668",,"11,446,906",,"401,907",339,"255,482","2,237","471,036,328","10,067,458","46,788,010",Europe,4,447,0,,,"8,590"
12,Vietnam,"10,662,446",,"43,047",,"9,309,336",,"1,310,063",480,"107,760",435,"85,802,635","867,168","98,945,817",Asia,9,"2,299",1,,,"13,240"
13,Argentina,"9,083,673",,"128,653",,"8,895,999",,"59,021",372,"197,657","2,799","35,716,069","777,165","45,956,854",South America,5,357,1,,,"1,284"
14,Netherlands,"8,054,728",,"22,266",,"7,898,759",,"133,703",58,"468,177","1,294","21,107,399","1,226,857","17,204,447",Europe,2,773,1,,,"7,771"
15,Japan,"7,978,912","+26,720","29,708",+25,"7,597,588","+46,310","351,616",166,"63,443",236,"49,108,094","390,472","125,766,020",Asia,16,"4,233",3,212,0.2,"2,796"
16,Iran,"7,223,828",,"141,138",,"6,994,857",,"87,833","1,024","84,031","1,642","50,914,586","592,266","85,965,722",Asia,12,609,2,,,"1,022"
17,Australia,"6,116,320","+39,863","7,413",+46,"5,699,816",,"409,091",134,"234,856",285,"69,708,948","2,676,705","26,042,818",Australia/Oceania,4,"3,513",0,"1,531",2,"15,708"
18,Colombia,"6,092,667",,"139,797",,"5,926,476",,"26,394",342,"117,442","2,695","34,465,052","664,346","51,878,141",South America,9,371,2,,,509
19,Indonesia,"6,047,491",,"156,321",,"5,884,325",,"6,845","2,771","21,689",561,"95,739,932","343,361","278,831,339",Asia,46,"1,784",3,,,25
20,Poland,"5,997,998",,"116,070",,"5,334,779",,"547,149","1,125","158,801","3,073","36,120,899","956,324","37,770,548",Europe,6,325,1,,,"14,486"
21,Mexico,"5,740,080",,"324,350",,"5,039,624",,"376,106","4,798","43,678","2,468","15,801,675","120,239","131,418,619",North America,23,405,8,,,"2,862"
22,Ukraine,"5,002,870",,"108,411",,N/A,N/A,N/A,177,"115,669","2,507","19,521,252","451,341","43,251,694",Europe,9,399,2,,,"19,339"
23,Malaysia,"4,452,835",,"35,567",,"4,388,491",,"28,777",74,"134,417","1,074","58,863,643","1,776,911","33,126,954",Asia,7,931,1,,,869
24,Thailand,"4,300,614","+9,790","28,917",+54,"4,170,419","+17,109","101,278","1,496","61,331",412,"17,270,775","246,298","70,121,394",Asia,16,"2,425",4,140,0.8,"1,444"
25,Austria,"4,161,004",,"18,200",,"4,070,732",,"72,072",83,"457,218","2,000","183,522,680","20,165,767","9,100,704",Europe,2,500,0,,,"7,919"
26,Israel,"4,085,418",,"10,699",,"4,052,605",,"22,114",150,"438,068","1,147","41,373,364","4,436,346","9,326,000",Asia,2,872,0,,,"2,371"
27,Belgium,"4,071,279",,"31,494",,"3,850,029","+10,351","189,756",131,"348,503","2,696","33,643,042","2,879,858","11,682,186",Europe,3,371,0,,,"16,243"
28,Czechia,"3,910,386","+1,211","40,194",+4,"3,857,558",+857,"12,634",24,"363,911","3,741","55,251,048","5,141,813","10,745,440",Europe,3,267,0,113,0.4,"1,176"
29,Portugal,"3,853,800",,"22,280",,N/A,N/A,N/A,61,"379,978","2,197","41,418,112","4,083,759","10,142,155",Europe,3,455,0,,,"94,195"
30,South Africa,"3,808,368",,"100,407",,"3,663,153",,"44,808",192,"62,761","1,655","24,554,412","404,648","60,680,863",Africa,16,604,2,,,738
31,Canada,"3,771,460",,"39,481",,"3,470,114",,"261,865",468,"98,345","1,030","61,084,458","1,592,839","38,349,433",North America,10,971,1,,,"6,828"
32,Philippines,"3,686,375",,"60,439",,"3,621,244",,"4,692",289,"32,839",538,"29,637,969","264,018","112,257,415",Asia,30,"1,857",4,,,42
33,Switzerland,"3,619,035",,"13,865",,"3,492,051","+2,700","113,119",69,"412,624","1,581","20,851,897","2,377,430","8,770,773",Europe,2,633,0,,,"12,897"
34,Peru,"3,567,863",,"212,891",,N/A,N/A,N/A,295,"105,512","6,296","29,946,934","885,620","33,814,658",South America,9,159,1,,,"48,331"
35,Chile,"3,566,183",,"57,580",,"3,432,333",,"76,270",197,"183,660","2,965","37,153,233","1,913,405","19,417,334",South America,5,337,1,,,"3,928"
36,Greece,"3,343,565",,"29,284",,"3,237,163",,"77,118",231,"323,687","2,835","80,206,153","7,764,662","10,329,639",Europe,3,353,0,,,"7,466"
37,Denmark,"2,969,194",,"6,207",,"2,948,221",,"14,766",8,"509,328","1,065","127,255,034","21,828,992","5,829,634",Europe,2,939,0,,,"2,533"
38,Romania,"2,896,843",,"65,519",,"2,606,660",,"224,664",179,"152,447","3,448","22,771,264","1,198,346","19,002,238",Europe,7,290,1,,,"11,823"
39,Sweden,"2,500,917",,"18,739",,"2,471,418",+206,"10,760",21,"244,832","1,834","18,513,445","1,812,408","10,214,832",Europe,4,545,1,,,"1,053"
40,Iraq,"2,325,352",,"25,212",,"2,298,571",,"1,569",14,"55,526",602,"18,487,755","441,464","41,878,259",Asia,18,"1,661",2,,,37
41,Serbia,"2,008,143",,"16,013",,"1,978,619",,"13,511",21,"231,545","1,846","9,513,479","1,096,933","8,672,795",Europe,4,542,1,,,"1,558"
42,Bangladesh,"1,952,743",,"29,127",,"1,896,531",,"27,085","1,297","11,644",174,"13,998,925","83,476","167,700,367",Asia,86,"5,758",12,,,162
43,Hungary,"1,903,200",,"46,266",,"1,808,061",,"48,873",40,"197,934","4,812","11,355,462","1,180,973","9,615,341",Europe,5,208,1,,,"5,083"
44,Slovakia,"1,783,353",,"19,943",,"1,748,102",,"15,308",50,"326,353","3,650","7,104,005","1,300,030","5,464,495",Europe,3,274,1,,,"2,801"
45,Jordan,"1,694,216",,"14,048",,"1,678,941",,"1,227",124,"163,078","1,352","16,670,254","1,604,604","10,389,014",Asia,6,740,1,,,118
46,Georgia,"1,655,221",,"16,811",,"1,637,293",,"1,117",,"416,396","4,229","16,920,079","4,256,499","3,975,116",Asia,2,236,0,,,281
47,Pakistan,"1,528,624",+21,"30,372",,"1,494,141",,"4,111",107,"6,682",133,"28,215,463","123,340","228,761,407",Asia,150,"7,532",8,0.09,,18
48,Ireland,"1,520,327",,"7,103",,"1,467,271",,"45,953",39,"301,712","1,410","12,088,609","2,399,008","5,039,003",Europe,3,709,0,,,"9,119"
49,Norway,"1,427,148",,"3,006",,N/A,N/A,N/A,20,"259,527",547,"11,002,430","2,000,793","5,499,035",Europe,4,"1,829",0,,,"242,804"
50,Kazakhstan,"1,305,566",+9,"13,660",,"1,291,187",+60,719,24,"68,038",712,"11,575,012","603,215","19,188,852",Asia,15,"1,405",2,0.5,,37
51,Hong Kong,"1,205,396",,"9,328",,N/A,N/A,N/A,5,"158,425","1,226","44,972,952","5,910,805","7,608,600",Asia,6,816,0,,,"155,460"
52,Singapore,"1,204,184",,"1,340",,"1,142,342",,"60,502",6,"202,903",226,"23,767,171","4,004,727","5,934,779",Asia,5,"4,429",0,,,"10,194"
53,Morocco,"1,165,026",,"16,069",,"1,148,661",,296,293,"30,892",426,"11,237,010","297,958","37,713,387",Africa,32,"2,347",3,,,8
54,Bulgaria,"1,158,354",,"36,953",,"986,992",,"134,409",82,"169,042","5,393","9,871,453","1,440,566","6,852,481",Europe,6,185,1,,,"19,615"
55,Croatia,"1,124,762",,"15,856",,"1,103,572",,"5,334",17,"277,116","3,907","4,799,675","1,182,530","4,058,818",Europe,4,256,1,,,"1,314"
56,Cuba,"1,103,488",,"8,527",,"1,094,267",,694,23,"97,534",754,"12,920,253","1,141,977","11,313,930",North America,10,"1,327",1,,,61
57,Lebanon,"1,097,118",,"10,392",,"1,081,770",,"4,956",186,"162,071","1,535","4,795,578","708,424","6,769,363",Asia,6,651,1,,,732
58,Lithuania,"1,059,185",+186,"9,111",+1,"1,027,730",+895,"22,344",20,"399,298","3,435","8,260,224","3,113,989","2,652,618",Europe,3,291,0,70,0.4,"8,423"
59,Tunisia,"1,040,712",,"28,566",,N/A,N/A,N/A,29,"86,398","2,371","4,584,296","380,580","12,045,560",Africa,12,422,3,,,"-1,212.90"
60,Finland,"1,023,013",,"3,939",,"46,000",,"973,074",24,"184,111",709,"10,720,282","1,929,318","5,556,515",Europe,5,"1,411",1,,,"175,123"
61,Slovenia,"1,012,915",,"6,602",,"993,932",,"12,381",23,"487,104","3,175","2,648,772","1,273,778","2,079,462",Europe,2,315,1,,,"5,954"
62,Belarus,"981,070",,"6,958",,"928,536",,"45,576",,"103,887",737,"13,177,291","1,395,365","9,443,619",Europe,10,"1,357",1,,,"4,826"
63,Nepal,"978,884",,"11,951",,"966,715",,218,,"32,523",397,"5,646,021","187,586","30,098,312",Asia,31,"2,518",5,,,7
64,New Zealand,"969,959","+8,697",774,+21,"914,741","+9,096","54,444",,"193,910",155,"7,095,449","1,418,494","5,002,100",Australia/Oceania,5,"6,463",1,"1,739",4,"10,884"
65,Bolivia,"905,150",,"21,923",,"859,723",,"23,504",220,"75,649","1,832","2,700,878","225,728","11,965,203",South America,13,546,4,,,"1,964"
66,UAE,"899,441",,"2,302",,"883,160",,"13,979",,"88,968",228,"156,581,508","15,488,266","10,109,686",Asia,11,"4,392",0,,,"1,383"
67,Uruguay,"895,775",,"7,197",,"886,654",,"1,924",18,"256,242","2,059","6,091,188","1,742,419","3,495,823",South America,4,486,1,,,550
68,Ecuador,"869,956",,"35,598",,N/A,N/A,N/A,759,"47,972","1,963","2,470,170","136,213","18,134,638",South America,21,509,7,,,"21,532"
69,Costa Rica,"857,290",,"8,421",,"836,721",,"12,148",42,"165,517","1,626","4,291,131","828,486","5,179,483",North America,6,615,1,,,"2,345"
70,Guatemala,"847,491",,"17,636",,"827,705",,"2,150",5,"45,752",952,"4,477,695","241,729","18,523,603",North America,22,"1,050",4,,,116
71,Latvia,"823,110",,"5,777",,"809,733",,"7,600",8,"445,419","3,126","7,186,387","3,888,855","1,847,944",Europe,2,320,0,,,"4,113"
72,Azerbaijan,"792,585",,"9,709",,"782,804",,72,,"76,899",942,"6,820,672","661,759","10,306,888",Asia,13,"1,062",2,,,7
73,Panama,"780,148",,"8,189",,"764,020",,"7,939",8,"175,733","1,845","5,897,952","1,328,548","4,439,396",North America,6,542,1,,,"1,788"
74,Saudi Arabia,"754,464",,"9,094",,"742,127",,"3,243",50,"21,069",254,"41,930,549","1,170,960","35,808,699",Asia,47,"3,938",1,,,91
75,Sri Lanka,"663,469",,"16,507",,"646,134",,828,,"30,747",765,"6,486,117","300,589","21,578,015",Asia,33,"1,307",3,,,38
76,Paraguay,"649,455",,"18,870",,"624,673",,"5,912",2,"89,048","2,587","2,623,300","359,686","7,293,312",South America,11,387,3,,,811
77,Kuwait,"631,409",,"2,555",,"628,090",,764,8,"143,945",582,"8,007,805","1,825,573","4,386,460",Asia,7,"1,717",1,,,174
78,Myanmar,"612,951",,"19,434",,"591,894",,"1,623",,"11,129",353,"7,989,608","145,057","55,079,184",Asia,90,"2,834",7,,,29
79,Palestine,"581,940",,"5,353",,"576,242",,345,17,"109,409","1,006","3,078,533","578,785","5,318,954",Asia,9,994,2,,,65
80,Dominican Republic,"579,572",,"4,376",,"574,824",,372,1,"52,462",396,"3,283,648","297,229","11,047,540",North America,19,"2,525",3,,,34
81,Estonia,"572,434",,"2,548",,"511,857",,"58,029",3,"430,994","1,918","3,329,716","2,506,992","1,328,172",Europe,2,521,0,,,"43,691"
82,Bahrain,"570,103",,"1,476",,"565,516",,"3,111",2,"314,968",815,"9,733,630","5,377,598","1,810,033",Asia,3,"1,226",0,,,"1,719"
83,Venezuela,"522,564",,"5,709",,"515,819",,"1,036",230,"18,473",202,"3,359,014","118,743","28,288,101",South America,54,"4,955",8,,,37
84,Moldova,"516,986",,"11,489",,"504,142",,"1,355",49,"128,707","2,860","3,216,305","800,721","4,016,759",Europe,8,350,1,,,337
85,Egypt,"515,645",,"24,613",,"442,182",,"48,850",122,"4,870",232,"3,693,367","34,884","105,875,571",Africa,205,"4,302",29,,,461
86,Libya,"501,904",,"6,430",,"490,973",,"4,501",101,"71,265",913,"2,477,219","351,740","7,042,747",Africa,14,"1,095",3,,,639
87,Cyprus,"474,267",,"1,020",,"124,370",,"348,877",60,"387,635",834,"9,477,138","7,746,000","1,223,488",Asia,3,"1,199",0,,,"285,150"
88,Ethiopia,"470,647",,"7,510",,"455,716",,"7,421",5,"3,916",62,"4,800,646","39,943","120,187,071",Africa,255,"16,004",25,,,62
89,Mongolia,"469,885",,"2,179",,"313,256",,"154,450",192,"139,219",646,"4,030,048","1,194,033","3,375,157",Asia,7,"1,549",1,,,"45,761"
90,Honduras,"423,794",,"10,895",,"132,358",,"280,541",105,"41,574","1,069","1,358,559","133,275","10,193,652",North America,24,936,8,,,"27,521"
91,Armenia,"422,877",,"8,622",,"412,026",,"2,229",,"142,220","2,900","3,059,332","1,028,898","2,973,407",Asia,7,345,1,,,750
92,Oman,"389,126",,"4,258",,"384,243",,625,4,"72,804",797,"25,000,000","4,677,399","5,344,851",Asia,14,"1,255",0,,,117
93,Bosnia and Herzegovina,"377,087",,"15,765",,"192,218",,"169,104",,"116,264","4,861","1,758,191","542,087","3,243,377",Europe,9,206,2,,,"52,138"
94,Réunion,"374,295",,742,,"355,605",,"17,948",10,"412,656",818,"1,603,660","1,768,019","907,038",Africa,2,"1,222",1,,,"19,787"
95,Qatar,"364,826",,677,,"363,645",,504,3,"129,933",241,"3,452,650","1,229,662","2,807,805",Asia,8,"4,147",1,,,179
96,Kenya,"323,806",,"5,649",,"318,034",,123,,"5,788",101,"3,605,860","64,455","55,944,116",Africa,173,"9,903",16,,,2
97,Zambia,"319,755",,"3,976",,"315,266",,513,1,"16,543",206,"3,429,405","177,430","19,328,259",Africa,60,"4,861",6,,,27
98,North Macedonia,"309,925",,"9,283",,"300,021",,621,,"148,772","4,456","2,025,083","972,094","2,083,217",Europe,7,224,1,,,298
99,Botswana,"305,859",,"2,688",,"303,026",,145,1,"125,417","1,102","2,026,898","831,126","2,438,737",Africa,8,907,1,,,59
100,Albania,"275,211",,"3,496",,"271,424",,291,2,"95,825","1,217","1,808,952","629,851","2,872,031",Europe,10,822,2,,,101
101,Algeria,"265,782",,"6,875",,"178,358",,"80,549",6,"5,867",152,"230,861","5,096","45,303,854",Africa,170,"6,590",196,,,"1,778"
102,Nigeria,"255,766",,"3,143",,"249,914",,"2,709",11,"1,187",15,"5,075,820","23,552","215,511,406",Africa,843,"68,569",42,,,13
103,Zimbabwe,"248,050",,"5,471",,"241,899",,680,12,"16,255",359,"2,264,510","148,396","15,259,935",Africa,62,"2,789",7,,,45
104,Luxembourg,"240,132",,"1,068",,"229,649",,"9,415",1,"372,492","1,657","4,234,646","6,568,765","644,664",Europe,3,604,0,,,"14,605"
105,Uzbekistan,"238,651",+15,"1,637",,"236,777",+12,237,23,"6,946",48,"1,377,915","40,103","34,359,257",Asia,144,"20,989",25,0.4,,7
106,Montenegro,"235,484",,"2,716",,"232,117",,651,6,"374,848","4,323","2,456,137","3,909,726","628,212",Europe,3,231,0,,,"1,036"
107,Taiwan,"232,402","+30,106",886,+5,"30,973","+1,276","200,543",,"9,726",37,"15,072,064","630,739","23,895,881",Asia,103,"26,971",2,"1,260",0.2,"8,392"
108,Mozambique,"225,400",,"2,201",,"223,155",,44,13,"6,859",67,"1,314,422","39,999","32,861,508",Africa,146,"14,930",25,,,1
109,Laos,"208,111",,745,,"7,660",,"199,706",,"27,862",100,"1,232,128","164,959","7,469,284",Asia,36,"10,026",6,,,"26,737"
110,Kyrgyzstan,"200,993",,"2,991",,"196,406",,"1,596",131,"29,902",445,"1,907,195","283,737","6,721,694",Asia,33,"2,247",4,,,237
111,Iceland,"185,795",,119,,"75,685",,"109,991",,"538,057",345,"2,264,004","6,556,496","345,307",Europe,2,"2,902",0,,,"318,531"
112,Maldives,"179,171",,298,,"163,687",,"15,186",25,"321,088",534,"2,213,831","3,967,354","558,012",Asia,3,"1,873",0,,,"27,214"
113,Afghanistan,"178,901",,"7,683",,"161,896",,"9,322","1,124","4,413",190,"944,738","23,306","40,536,624",Asia,227,"5,276",43,,,230
114,Uganda,"164,069",,"3,596",,"100,205",,"60,268",2,"3,391",74,"2,612,795","53,994","48,390,164",Africa,295,"13,457",19,,,"1,245"
115,El Salvador,"162,089",,"4,128",,"150,662",,"7,299",8,"24,761",631,"1,950,448","297,948","6,546,266",North America,40,"1,586",3,,,"1,115"
116,Ghana,"161,216",,"1,445",,"159,737",,34,1,"4,997",45,"2,438,498","75,582","32,262,860",Africa,200,"22,327",13,,,1
117,Namibia,"158,940",,"4,025",,"153,662",,"1,253",,"60,541","1,533","1,009,474","384,513","2,625,331",Africa,17,652,3,,,477
118,Martinique,"153,253",,926,,104,,"152,223",8,"408,968","2,471","828,928","2,212,061","374,731",North America,2,405,0,,,"406,219"
119,Trinidad and Tobago,"149,532",,"3,843",,"137,013",,"8,676",18,"106,216","2,730","712,717","506,261","1,407,805",North America,9,366,2,,,"6,163"
120,Brunei,"142,166",,218,,"141,408",,540,4,"319,355",490,"717,784","1,612,396","445,166",Asia,3,"2,042",1,,,"1,213"
121,Guadeloupe,"140,130",,854,,"2,250",,"137,026",19,"350,106","2,134","938,039","2,343,633","400,250",North America,3,469,0,,,"342,351"
122,Cambodia,"136,258",,"3,056",,"133,156",,46,,"7,948",178,"2,954,445","172,336","17,143,544",Asia,126,"5,610",6,,,3
123,Jamaica,"130,473",,"2,970",,"83,874",,"43,629",,"43,711",995,"1,008,811","337,973","2,984,886",North America,23,"1,005",3,,,"14,617"
124,Rwanda,"129,819",,"1,459",,"45,522",,"82,838",,"9,587",108,"5,285,642","390,339","13,541,157",Africa,104,"9,281",3,,,"6,117"
125,Cameroon,"119,780",,"1,927",,"117,791",,62,13,"4,315",69,"1,751,774","63,109","27,757,944",Africa,232,"14,405",16,,,2
126,Angola,"99,194",,"1,900",,"97,149",,145,,"2,855",55,"1,499,795","43,170","34,741,212",Africa,350,"18,285",23,,,4
127,Malta,"92,308",,703,,"87,926",,"3,679",4,"208,041","1,584","1,889,711","4,258,974","443,701",Europe,5,631,0,,,"8,292"
128,DRC,"87,023",,"1,337",,"50,930",,"34,756",,920,14,"846,704","8,955","94,555,007",Africa,"1,087","70,722",112,,,368
129,Senegal,"86,010",,"1,966",,"84,025",,19,,"4,900",112,"1,071,480","61,042","17,553,251",Africa,204,"8,928",16,,,1
130,Malawi,"85,795",,"2,634",,"82,069",,"1,092",67,"4,282",131,"575,161","28,705","20,036,661",Africa,234,"7,607",35,,,55
131,Ivory Coast,"81,967",,799,,"81,132",,36,,"2,972",29,"1,503,708","54,529","27,576,446",Africa,336,"34,514",18,,,1
132,French Guiana,"80,859",,395,,"11,254",,"69,210",2,"258,433","1,262","627,211","2,004,625","312,882",South America,4,792,0,,,"221,202"
133,Suriname,"79,393",,"1,328",,"49,402",,"28,663",,"133,148","2,227","236,066","395,899","596,278",South America,8,449,3,,,"48,070"
134,Channel Islands,"74,642",,171,,"73,655",,816,,"422,174",967,"1,252,808","7,085,858","176,804",Europe,2,"1,034",0,,,"4,615"
135,French Polynesia,"72,765",,648,,N/A,N/A,N/A,7,"256,316","2,283",,,"283,888",Australia/Oceania,4,438,,,,"136,029"
136,Barbados,"71,127",,399,,"67,374",,"3,354",,"246,951","1,385","652,229","2,264,519","288,021",North America,4,722,0,,,"11,645"
137,Eswatini,"70,833",,"1,398",,"69,010",,425,11,"59,916","1,183","1,016,801","860,086","1,182,208",Africa,17,846,1,,,359
138,Fiji,"64,646",,862,,"62,791",,993,,"71,167",949,"508,091","559,346","908,366",Australia/Oceania,14,"1,054",2,,,"1,093"
139,Madagascar,"64,181",,"1,391",,"59,370",,"3,420",14,"2,213",48,"426,220","14,699","28,996,777",Africa,452,"20,846",68,,,118
140,Guyana,"63,518",,"1,228",,"62,200",,90,1,"80,046","1,548","600,940","757,312","793,517",South America,12,646,1,,,113
141,Sudan,"62,135",,"4,933",,N/A,N/A,N/A,,"1,359",108,"562,941","12,311","45,727,331",Africa,736,"9,270",81,,,369
142,New Caledonia,"60,749",,312,,"60,231",,206,9,"209,094","1,074","98,964","340,627","290,535",Australia/Oceania,5,931,3,,,709
143,Bhutan,"59,422",+64,21,,"59,033",+177,368,2,"75,485",27,"2,301,767","2,923,993","787,200",Asia,13,"37,486",0,81,,467
144,Mauritania,"58,699",,982,,"57,700",,17,,"12,044",201,"805,551","165,281","4,873,830",Africa,83,"4,963",6,,,3
145,Belize,"57,561",,676,,"56,654",,231,6,"140,095","1,645","542,191","1,319,610","410,872",North America,7,608,1,,,562
146,Cabo Verde,"56,036",,401,,"55,564",,71,23,"98,817",707,"400,982","707,113","567,069",Africa,10,"1,414",1,,,125
147,Syria,"55,833",,"3,150",,"52,243",,440,,"3,054",172,"146,269","8,001","18,280,493",Asia,327,"5,803",125,,,24
148,Gabon,"47,602",,304,,"47,285",,13,,"20,500",131,"1,593,622","686,293","2,322,072",Africa,49,"7,638",1,,,6
149,Papua New Guinea,"43,821",,650,,"43,133",,38,7,"4,733",70,"249,149","26,912","9,257,967",Australia/Oceania,211,"14,243",37,,,4
150,Seychelles,"42,474",,166,,"41,727",,581,,"427,029","1,669",,,"99,464",Africa,2,599,,,,"5,841"
151,Curaçao,"42,241",,274,,"41,612",,355,3,"255,504","1,657","496,693","3,004,361","165,324",North America,4,603,0,,,"2,147"
152,Andorra,"41,717",,153,,"41,021",,543,14,"538,339","1,974","249,838","3,224,049","77,492",Europe,2,506,0,,,"7,007"
153,Burundi,"40,552",,38,,773,,"39,741",,"3,234",3,"345,742","27,571","12,540,281",Africa,309,"330,007",36,,,"3,169"
154,Mauritius,"37,714",,990,,"36,009",,715,,"29,565",776,"358,675","281,172","1,275,641",Africa,34,"1,289",4,,,561
155,Mayotte,"37,363",,187,,"2,964",,"34,212",,"131,149",656,"176,919","621,010","284,889",Africa,8,"1,523",2,,,"120,089"
156,Togo,"36,995",,273,,"36,702",,20,,"4,284",32,"731,516","84,719","8,634,650",Africa,233,"31,629",12,,,2
157,Guinea,"36,459",,440,,"35,976",,43,8,"2,645",32,"660,107","47,882","13,786,163",Africa,378,"31,332",21,,,3
158,Aruba,"34,846",,212,,"34,516",,118,3,"323,854","1,970","177,885","1,653,237","107,598",North America,3,508,1,,,"1,097"
159,Faeroe Islands,"34,658",,28,,"7,693",,"26,937",5,"704,374",569,"778,000","15,811,723","49,204",Europe,1,"1,757",0,,,"547,455"
160,Tanzania,"33,872",,803,,N/A,N/A,N/A,7,539,13,,,"62,854,783",Africa,"1,856","78,275",,,,523
161,Bahamas,"33,626",,798,,"32,384",,444,,"84,036","1,994","229,817","574,341","400,140",North America,12,501,2,,,"1,110"
162,Lesotho,"32,910",,697,,"24,155",,"8,058",,"15,142",321,"431,221","198,407","2,173,414",Africa,66,"3,118",5,,,"3,708"
163,Mali,"30,874",,732,,"29,978",,164,,"1,448",34,"668,249","31,343","21,320,611",Africa,691,"29,127",32,,,8
164,Haiti,"30,703",,835,,"29,555",,313,,"2,634",72,"132,422","11,359","11,657,604",North America,380,"13,961",88,,,27
165,Isle of Man,"28,416",,87,,"26,794",,"1,535",,"330,961","1,013","150,753","1,755,821","85,859",Europe,3,987,1,,,"17,878"
166,Benin,"26,952",,163,,"25,506",,"1,283",5,"2,121",13,"604,310","47,562","12,705,635",Africa,471,"77,949",21,,,101
167,Somalia,"26,485",,"1,350",,"13,182",,"11,953",,"1,585",81,"400,466","23,971","16,706,482",Africa,631,"12,375",42,,,715
168,Congo,"24,079",,385,,"20,178",,"3,516",,"4,175",67,"347,815","60,309","5,767,227",Africa,240,"14,980",17,,,610
169,Saint Lucia,"23,538",,368,,"22,953",,217,,"127,118","1,987","143,281","773,793","185,167",North America,8,503,1,,,"1,172"
170,Timor-Leste,"22,879",,130,,"22,730",,19,,"16,767",95,"263,136","192,842","1,364,516",Asia,60,"10,496",5,,,14
171,Cayman Islands,"22,828",,27,,"8,553",,"14,248",1,"340,016",402,"222,773","3,318,136","67,138",North America,3,"2,487",0,,,"212,220"
172,Burkina Faso,"20,853",,382,,"20,439",,32,,950,17,"248,995","11,341","21,954,577",Africa,"1,053","57,473",88,,,1
173,Nicaragua,"18,491",,225,,"4,225",,"14,041",,"2,732",33,,,"6,769,185",North America,366,"30,085",,,,"2,074"
174,Gibraltar,"17,837",,102,,"16,579",,"1,156",,"529,712","3,029","534,283","15,866,807","33,673",Europe,2,330,0,,,"34,330"
175,South Sudan,"17,490",,138,,"13,514",,"3,838",1,"1,530",12,"385,179","33,686","11,434,551",Africa,654,"82,859",30,,,336
176,Tajikistan,"17,388",,124,,"17,264",,0,,"1,751",12,,,"9,930,626",Asia,571,"80,086",,,,
